"","group","Day","Pig","Treatment","Sample.type","All","Order","value","value2"
"1515","X9P272R2Dm3","DNEG3","P272","INFfeed","Fecal Swab","DNEG3_INFfeed","Coriobacteriales",0.0062,0.0308
"1516","X9P259R1D4","D4","P259","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Aeromonadales",0.0015,0.0308
"1517","X9P280R2D0","D0","P280","INFfeed","Fecal or Fecal swab","D0_INFfeed","Aeromonadales",0.0015,0.0308
"1518","X9P259R1D4","D4","P259","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Desulfovibrionales",0.0015,0.0308
"1519","X9P281R2D7","D7","P281","INFfeed","Fecal","D7_INFfeed","Enterobacteriales",0.0031,0.0308
"1520","X9P269R2D0","D0","P269","INFfeed","Fecal or Fecal swab","D0_INFfeed","Aeromonadales",0.0015,0.0308
"1521","X9P284R2D0","D0","P284","INFfeed","Fecal or Fecal swab","D0_INFfeed","Pirellulales",0.0015,0.0308
"1522","X9P258R1D4","D4","P258","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Gastranaerophilales",0.0015,0.0308
"1523","X9P313R4D7","D7","P313","INFnm","Fecal","D7_INFnm","Gastranaerophilales",0.0031,0.0308
"1524","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteria_unclassified",0.0054,0.0302
"1525","X9P252R1Dm3","DNEG3","P252","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Coriobacteriales",0.0054,0.0301
"1526","X9P262R1Dm3","DNEG3","P262","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Coriobacteriales",0.0054,0.0301
"1527","X9P251R1Dm3","DNEG3","P251","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Erysipelotrichales",0.0054,0.03
"1528","X9P255R1Dm3","DNEG3","P255","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Erysipelotrichales",0.0054,0.03
"1529","X9P255R1Dm3","DNEG3","P255","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Mollicutes_RF39",0.0054,0.03
"1530","X9P261R1Dm3","DNEG3","P261","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Coriobacteriales",0.0054,0.0299
"1531","X9P286R3D0","D0","P286","INFinject","Fecal or Fecal swab","D0_INFinject","Bifidobacteriales",0.0039,0.0297
"1532","X9P286R3D0","D0","P286","INFinject","Fecal or Fecal swab","D0_INFinject","Coriobacteriales",0.0039,0.0297
"1533","X9P286R3D0","D0","P286","INFinject","Fecal or Fecal swab","D0_INFinject","Erysipelotrichales",0.0039,0.0297
"1534","X9P296R3D0","D0","P296","INFinject","Fecal or Fecal swab","D0_INFinject","Lactobacillales",0.0039,0.0296
"1535","X9P291R3D0","D0","P291","INFinject","Fecal or Fecal swab","D0_INFinject","Enterobacteriales",0.0039,0.0296
"1536","X9P301R3D0","D0","P301","INFinject","Fecal or Fecal swab","D0_INFinject","Erysipelotrichales",0.0039,0.0296
"1537","X9P291R3D0","D0","P291","INFinject","Fecal or Fecal swab","D0_INFinject","Spirochaetales",0.0039,0.0296
"1538","X9P304R3D0","D0","P304","INFinject","Fecal or Fecal swab","D0_INFinject","Bifidobacteriales",0.0038,0.0296
"1539","X9P300R3D0","D0","P300","INFinject","Fecal or Fecal swab","D0_INFinject","Erysipelotrichales",0.0038,0.0296
"1540","X9P304R3D0","D0","P304","INFinject","Fecal or Fecal swab","D0_INFinject","Erysipelotrichales",0.0038,0.0296
"1541","X9P251R1D7","D7","P251","NONINFnm","Fecal","D7_NONINFnm","Campylobacterales",0.0023,0.029
"1542","X9P261R1D7","D7","P261","NONINFnm","Fecal","D7_NONINFnm","Aeromonadales",0.0023,0.029
"1543","X9P261R1D7","D7","P261","NONINFnm","Fecal","D7_NONINFnm","Desulfovibrionales",0.0023,0.029
"1544","X9P253R1D7","D7","P253","NONINFnm","Fecal","D7_NONINFnm","Mollicutes_RF39",0.0023,0.029
"1545","X9P253R1D7","D7","P253","NONINFnm","Fecal","D7_NONINFnm","Pirellulales",0.0023,0.029
"1546","X9P265R1D7","D7","P265","NONINFnm","Fecal","D7_NONINFnm","Desulfovibrionales",0.0023,0.0289
"1547","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Aeromonadales",0.0047,0.0275
"1548","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Mollicutes_RF39",0.0047,0.0275
"1549","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Lactobacillales",0.0047,0.0274
"1550","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Enterobacteriales",0.0047,0.0274
"1551","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Gastranaerophilales",0.0047,0.0274
"1552","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Fibrobacterales",0.0047,0.0274
"1553","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Lactobacillales",0.0047,0.0274
"1554","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Campylobacterales",0.0047,0.0274
"1555","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Erysipelotrichales",0.0047,0.0274
"1556","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Pirellulales",0.0047,0.0274
"1557","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Oligosphaerales",0.0047,0.0274
"1558","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","Coriobacteriales",0.0046,0.0273
"1559","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Gastranaerophilales",0.0046,0.0273
"1560","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Deltaproteobacteria_unclassified",0.0046,0.0273
"1561","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Bifidobacteriales",0.0046,0.0273
"1562","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Gastranaerophilales",0.0046,0.0273
"1563","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Clostridia_unclassified",0.0046,0.0273
"1564","X9P322R4Dm3","DNEG3","P322","INFnm","Fecal Swab","DNEG3_INFnm","Enterobacteriales",0.0046,0.0273
"1565","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Campylobacterales",0.0046,0.0273
"1566","X9P322R4Dm3","DNEG3","P322","INFnm","Fecal Swab","DNEG3_INFnm","Coriobacteriales",0.0046,0.0273
"1567","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Mollicutes_RF39",0.0046,0.0273
"1568","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Pirellulales",0.0046,0.0273
"1569","X9P309R4Dminus3","DNEG3","P309","INFnm","Fecal or Fecal swab","DNEG3_INFnm","Deltaproteobacteria_unclassified",0.0046,0.0273
"1570","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","Lactobacillales",0.0046,0.0273
"1571","X9P291R3Dminus3","DNEG3","P291","INFinject","Fecal or Fecal swab","DNEG3_INFinject","Coriobacteriales",0.0046,0.0273
"1572","X9P291R3Dminus3","DNEG3","P291","INFinject","Fecal or Fecal swab","DNEG3_INFinject","Desulfovibrionales",0.0046,0.0273
"1573","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","Gammaproteobacteria_unclassified",0.0046,0.0273
"1574","X9P310R4Dm3","DNEG3","P310","INFnm","Fecal Swab","DNEG3_INFnm","Gastranaerophilales",0.0046,0.0273
"1575","X9P310R4Dm3","DNEG3","P310","INFnm","Fecal Swab","DNEG3_INFnm","Alphaproteobacteria_unclassified",0.0046,0.0273
"1576","X9P289R3Dm3","DNEG3","P289","INFinject","Fecal Swab","DNEG3_INFinject","Enterobacteriales",0.0046,0.0272
"1577","X9P300R3Dm3","DNEG3","P300","INFinject","Fecal Swab","DNEG3_INFinject","Spirochaetales",0.0046,0.0272
"1578","X9P296R3Dm3","DNEG3","P296","INFinject","Fecal Swab","DNEG3_INFinject","Enterobacteriales",0.0046,0.0272
"1579","X9P299R3Dm3","DNEG3","P299","INFinject","Fecal Swab","DNEG3_INFinject","Campylobacterales",0.0046,0.0272
"1580","X9P320R4Dm3","DNEG3","P320","INFnm","Fecal Swab","DNEG3_INFnm","Coriobacteriales",0.0046,0.0272
"1581","X9P320R4Dm3","DNEG3","P320","INFnm","Fecal Swab","DNEG3_INFnm","Gastranaerophilales",0.0046,0.0272
"1582","X9P294R3Dm3","DNEG3","P294","INFinject","Fecal Swab","DNEG3_INFinject","Campylobacterales",0.0046,0.0272
"1583","X9P301R3Dm3","DNEG3","P301","INFinject","Fecal Swab","DNEG3_INFinject","Erysipelotrichales",0.0046,0.0272
"1584","X9P276R2Dm3","DNEG3","P276","INFfeed","Fecal Swab","DNEG3_INFfeed","Coriobacteriales",0.0054,0.0272
"1585","X9P276R2Dm3","DNEG3","P276","INFfeed","Fecal Swab","DNEG3_INFfeed","Erysipelotrichales",0.0054,0.0272
"1586","X9P273R2Dm3","DNEG3","P273","INFfeed","Fecal Swab","DNEG3_INFfeed","Bifidobacteriales",0.0054,0.0271
"1587","X9P273R2Dm3","DNEG3","P273","INFfeed","Fecal Swab","DNEG3_INFfeed","Mollicutes_RF39",0.0054,0.0271
"1588","X9P277R2Dm3","DNEG3","P277","INFfeed","Fecal Swab","DNEG3_INFfeed","Coriobacteriales",0.0054,0.0271
"1589","X9P277R2Dm3","DNEG3","P277","INFfeed","Fecal Swab","DNEG3_INFfeed","Mollicutes_RF39",0.0054,0.0271
"1590","X9P267R2Dm3","DNEG3","P267","INFfeed","Fecal Swab","DNEG3_INFfeed","Erysipelotrichales",0.0054,0.027
"1591","X9P274R2Dm3","DNEG3","P274","INFfeed","Fecal Swab","DNEG3_INFfeed","Desulfovibrionales",0.0054,0.027
"1592","X9P281R2Dm3","DNEG3","P281","INFfeed","Fecal Swab","DNEG3_INFfeed","Coriobacteriales",0.0054,0.027
"1593","X9P283R2Dm3","DNEG3","P283","INFfeed","Fecal Swab","DNEG3_INFfeed","Erysipelotrichales",0.0054,0.027
"1594","X9P271R2Dm3","DNEG3","P271","INFfeed","Fecal Swab","DNEG3_INFfeed","Desulfovibrionales",0.0054,0.027
"1595","X9P268R2Dm3","DNEG3","P268","INFfeed","Fecal Swab","DNEG3_INFfeed","Coriobacteriales",0.0054,0.027
"1596","X9P278R2Dm3","DNEG3","P278","INFfeed","Fecal Swab","DNEG3_INFfeed","Erysipelotrichales",0.0054,0.027
"1597","X9P280R2Dm3","DNEG3","P280","INFfeed","Fecal Swab","DNEG3_INFfeed","Desulfovibrionales",0.0054,0.027
"1598","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Elusimicrobiales",0.0016,0.0259
"1599","X9P257R1D0","D0","P257","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bifidobacteriales",0.0023,0.0258
"1600","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Erysipelotrichales",0.0047,0.0258
"1601","X9P257R1D0","D0","P257","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Clostridia_unclassified",0.0023,0.0258
"1602","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","WCHB1-41",0.0047,0.0258
"1603","X9P253R1Dm3","DNEG3","P253","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Erysipelotrichales",0.0046,0.0258
"1604","X9P250R1Dm3","DNEG3","P250","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Campylobacterales",0.0046,0.0258
"1605","X9P250R1Dm3","DNEG3","P250","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Spirochaetales",0.0046,0.0258
"1606","X9P265R1Dm3","DNEG3","P265","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Desulfovibrionales",0.0046,0.0258
"1607","X9P262R1Dm3","DNEG3","P262","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Lactobacillales",0.0046,0.0258
"1608","X9P252R1Dm3","DNEG3","P252","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Spirochaetales",0.0046,0.0258
"1609","X9P319R4D4","D4","P319","INFnm","Fecal or Fecal swab","D4_INFnm","Enterobacteriales",0.0015,0.0257
"1610","X9P259R1D0","D0","P259","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Aeromonadales",0.0023,0.0257
"1611","X9P263R1D0","D0","P263","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Aeromonadales",0.0023,0.0257
"1612","X9P319R4D4","D4","P319","INFnm","Fecal or Fecal swab","D4_INFnm","Deltaproteobacteria_unclassified",0.0015,0.0257
"1613","X9P317R4D4","D4","P317","INFnm","Fecal or Fecal swab","D4_INFnm","Campylobacterales",0.0015,0.0257
"1614","X9P258R1Dm3","DNEG3","P258","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Desulfovibrionales",0.0046,0.0257
"1615","X9P318R4D4","D4","P318","INFnm","Fecal or Fecal swab","D4_INFnm","Desulfovibrionales",0.0015,0.0257
"1616","X9P249R1Dm3","DNEG3","P249","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Erysipelotrichales",0.0046,0.0257
"1617","X9P255R1D0","D0","P255","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Enterobacteriales",0.0023,0.0256
"1618","X9P258R1D0","D0","P258","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Coriobacteriales",0.0023,0.0256
"1619","X9P265R1D0","D0","P265","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Coriobacteriales",0.0023,0.0256
"1620","X9P261R1Dm3","DNEG3","P261","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Erysipelotrichales",0.0046,0.0256
"1621","X9P250R1D0","D0","P250","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Spirochaetales",0.0023,0.0256
"1622","X9P259R1Dm3","DNEG3","P259","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Spirochaetales",0.0046,0.0256
"1623","X9P261R1Dm3","DNEG3","P261","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Desulfovibrionales",0.0046,0.0256
"1624","X9P290R3D0","D0","P290","INFinject","Fecal or Fecal swab","D0_INFinject","Desulfovibrionales",0.0031,0.0237
"1625","X9P291R3D0","D0","P291","INFinject","Fecal or Fecal swab","D0_INFinject","Campylobacterales",0.0031,0.0237
"1626","X9P296R3D0","D0","P296","INFinject","Fecal or Fecal swab","D0_INFinject","Coriobacteriales",0.0031,0.0237
"1627","X9P301R3D0","D0","P301","INFinject","Fecal or Fecal swab","D0_INFinject","Spirochaetales",0.0031,0.0237
"1628","X9P291R3D0","D0","P291","INFinject","Fecal or Fecal swab","D0_INFinject","Desulfovibrionales",0.0031,0.0237
"1629","X9P304R3D0","D0","P304","INFinject","Fecal or Fecal swab","D0_INFinject","Coriobacteriales",0.0031,0.0237
"1630","X9P300R3D0","D0","P300","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidia_unclassified",0.0031,0.0237
"1631","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Spirochaetales",0.0023,0.0235
"1632","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Mollicutes_RF39",0.0023,0.0235
"1633","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Gastranaerophilales",0.0023,0.0235
"1634","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Gammaproteobacteria_unclassified",0.0023,0.0233
"1635","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Bacteria_unclassified",0.0023,0.0233
"1636","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Verrucomicrobiales",0.0023,0.0233
"1637","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Synergistales",0.0023,0.0233
"1638","X9P275R2D7","D7","P275","INFfeed","Fecal or Fecal swab","D7_INFfeed","Bifidobacteriales",0.0023,0.0233
"1639","X9P276R2Dm3","DNEG3","P276","INFfeed","Fecal Swab","DNEG3_INFfeed","Aeromonadales",0.0047,0.0233
"1640","X9P276R2Dm3","DNEG3","P276","INFfeed","Fecal Swab","DNEG3_INFfeed","Mollicutes_RF39",0.0047,0.0233
"1641","X9P276R2Dm3","DNEG3","P276","INFfeed","Fecal Swab","DNEG3_INFfeed","Desulfovibrionales",0.0047,0.0233
"1642","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","Aeromonadales",0.0023,0.0232
"1643","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","Fibrobacterales",0.0023,0.0232
"1644","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Enterobacteriales",0.0023,0.0232
"1645","X9P323R4D7","D7","P323","INFnm","Fecal","D7_INFnm","Bifidobacteriales",0.0023,0.0232
"1646","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Bifidobacteriales",0.0023,0.0232
"1647","X9P294R3D7","D7","P294","INFinject","Fecal","D7_INFinject","Mollicutes_RF39",0.0023,0.0232
"1648","X9P294R3D7","D7","P294","INFinject","Fecal","D7_INFinject","Desulfovibrionales",0.0023,0.0232
"1649","X9P267R2Dm3","DNEG3","P267","INFfeed","Fecal Swab","DNEG3_INFfeed","Campylobacterales",0.0046,0.0232
"1650","X9P274R2D7","D7","P274","INFfeed","Fecal or Fecal swab","D7_INFfeed","Bifidobacteriales",0.0023,0.0232
"1651","X9P267R2Dm3","DNEG3","P267","INFfeed","Fecal Swab","DNEG3_INFfeed","Desulfovibrionales",0.0046,0.0232
"1652","X9P274R2Dm3","DNEG3","P274","INFfeed","Fecal Swab","DNEG3_INFfeed","Fibrobacterales",0.0046,0.0232
"1653","X9P284R2Dm3","DNEG3","P284","INFfeed","Fecal Swab","DNEG3_INFfeed","Lactobacillales",0.0046,0.0231
"1654","X9P312R4D7","D7","P312","INFnm","Fecal","D7_INFnm","Enterobacteriales",0.0023,0.0231
"1655","X9P271R2Dm3","DNEG3","P271","INFfeed","Fecal Swab","DNEG3_INFfeed","Coriobacteriales",0.0046,0.0231
"1656","X9P314R4D7","D7","P314","INFnm","Fecal","D7_INFnm","Erysipelotrichales",0.0023,0.0231
"1657","X9P312R4D7","D7","P312","INFnm","Fecal","D7_INFnm","Mollicutes_RF39",0.0023,0.0231
"1658","X9P293R3D7","D7","P293","INFinject","Fecal","D7_INFinject","Desulfovibrionales",0.0023,0.0231
"1659","X9P275R2Dm3","DNEG3","P275","INFfeed","Fecal Swab","DNEG3_INFfeed","Pirellulales",0.0046,0.0231
"1660","X9P273R2D7","D7","P273","INFfeed","Fecal","D7_INFfeed","Enterobacteriales",0.0023,0.0231
"1661","X9P278R2Dm3","DNEG3","P278","INFfeed","Fecal Swab","DNEG3_INFfeed","Enterobacteriales",0.0046,0.0231
"1662","X9P295R3D7","D7","P295","INFinject","Fecal","D7_INFinject","Spirochaetales",0.0023,0.0231
"1663","X9P303R3D7","D7","P303","INFinject","Fecal or Fecal swab","D7_INFinject","Spirochaetales",0.0023,0.0231
"1664","X9P321R4D7","D7","P321","INFnm","Fecal","D7_INFnm","Bacteria_unclassified",0.0023,0.0231
"1665","X9P303R3D7","D7","P303","INFinject","Fecal or Fecal swab","D7_INFinject","Pirellulales",0.0023,0.0231
"1666","X9P271R2D7","D7","P271","INFfeed","Fecal","D7_INFfeed","Gastranaerophilales",0.0023,0.0231
"1667","X9P272R2Dm3","DNEG3","P272","INFfeed","Fecal Swab","DNEG3_INFfeed","Enterobacteriales",0.0046,0.0231
"1668","X9P291R3D7","D7","P291","INFinject","Fecal or Fecal swab","D7_INFinject","Aeromonadales",0.0023,0.0231
"1669","X9P280R2Dm3","DNEG3","P280","INFfeed","Fecal Swab","DNEG3_INFfeed","Erysipelotrichales",0.0046,0.0231
"1670","X9P291R3D7","D7","P291","INFinject","Fecal or Fecal swab","D7_INFinject","Spirochaetales",0.0023,0.0231
"1671","X9P282R2D7","D7","P282","INFfeed","Fecal","D7_INFfeed","Aeromonadales",0.0023,0.0231
"1672","X9P282R2Dm3","DNEG3","P282","INFfeed","Fecal Swab","DNEG3_INFfeed","Coriobacteriales",0.0046,0.0231
"1673","X9P315R4D7","D7","P315","INFnm","Fecal","D7_INFnm","Erysipelotrichales",0.0023,0.0231
"1674","X9P315R4D7","D7","P315","INFnm","Fecal","D7_INFnm","Spirochaetales",0.0023,0.0231
"1675","X9P313R4D7","D7","P313","INFnm","Fecal","D7_INFnm","Mollicutes_RF39",0.0023,0.0231
"1676","X9P315R4D7","D7","P315","INFnm","Fecal","D7_INFnm","Mollicutes_RF39",0.0023,0.0231
"1677","X9P315R4D7","D7","P315","INFnm","Fecal","D7_INFnm","Gastranaerophilales",0.0023,0.0231
"1678","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Betaproteobacteriales",0.0039,0.0229
"1679","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Pirellulales",0.0039,0.0229
"1680","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Betaproteobacteriales",0.0039,0.0229
"1681","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Pasteurellales",0.0039,0.0228
"1682","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Enterobacteriales",0.0039,0.0228
"1683","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","Bacteria_unclassified",0.0039,0.0228
"1684","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Fibrobacterales",0.0039,0.0228
"1685","X9P309R4Dminus3","DNEG3","P309","INFnm","Fecal or Fecal swab","DNEG3_INFnm","Coriobacteriales",0.0039,0.0227
"1686","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Erysipelotrichales",0.0039,0.0227
"1687","X9P309R4Dminus3","DNEG3","P309","INFnm","Fecal or Fecal swab","DNEG3_INFnm","Desulfovibrionales",0.0039,0.0227
"1688","X9P309R4Dminus3","DNEG3","P309","INFnm","Fecal or Fecal swab","DNEG3_INFnm","Pirellulales",0.0039,0.0227
"1689","X9P309R4Dminus3","DNEG3","P309","INFnm","Fecal or Fecal swab","DNEG3_INFnm","Synergistales",0.0039,0.0227
"1690","X9P310R4Dm3","DNEG3","P310","INFnm","Fecal Swab","DNEG3_INFnm","Campylobacterales",0.0039,0.0227
"1691","X9P291R3Dminus3","DNEG3","P291","INFinject","Fecal or Fecal swab","DNEG3_INFinject","Erysipelotrichales",0.0039,0.0227
"1692","X9P291R3Dminus3","DNEG3","P291","INFinject","Fecal or Fecal swab","DNEG3_INFinject","Mollicutes_RF39",0.0039,0.0227
"1693","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","Gastranaerophilales",0.0039,0.0227
"1694","X9P323R4Dm3","DNEG3","P323","INFnm","Fecal Swab","DNEG3_INFnm","WCHB1-41",0.0039,0.0227
"1695","X9P300R3Dm3","DNEG3","P300","INFinject","Fecal Swab","DNEG3_INFinject","Desulfovibrionales",0.0039,0.0227
"1696","X9P296R3Dm3","DNEG3","P296","INFinject","Fecal Swab","DNEG3_INFinject","Aeromonadales",0.0039,0.0227
"1697","X9P286R3Dm3","DNEG3","P286","INFinject","Fecal Swab","DNEG3_INFinject","Erysipelotrichales",0.0039,0.0227
"1698","X9P299R3Dm3","DNEG3","P299","INFinject","Fecal Swab","DNEG3_INFinject","Bacteria_unclassified",0.0039,0.0227
"1699","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Bacteria_unclassified",0.0039,0.0227
"1700","X9P320R4Dm3","DNEG3","P320","INFnm","Fecal Swab","DNEG3_INFnm","Betaproteobacteriales",0.0039,0.0227
"1701","X9P304R3Dm3","DNEG3","P304","INFinject","Fecal Swab","DNEG3_INFinject","Betaproteobacteriales",0.0039,0.0227
"1702","X9P295R3Dm3","DNEG3","P295","INFinject","Fecal Swab","DNEG3_INFinject","Betaproteobacteriales",0.0038,0.0226
"1703","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Spirochaetales",0.0016,0.0223
"1704","X9P296R3D4","D4","P296","INFinject","Fecal or Fecal swab","D4_INFinject","Bifidobacteriales",0.0016,0.0221
"1705","X9P296R3D4","D4","P296","INFinject","Fecal or Fecal swab","D4_INFinject","Spirochaetales",0.0016,0.0221
"1706","X9P296R3D4","D4","P296","INFinject","Fecal or Fecal swab","D4_INFinject","Bacteria_unclassified",0.0016,0.0221
"1707","X9P296R3D4","D4","P296","INFinject","Fecal or Fecal swab","D4_INFinject","Actinomycetales",0.0016,0.0221
"1708","X9P324R4D0","D0","P324","INFnm","Fecal or Fecal swab","D0_INFnm","Desulfovibrionales",0.0015,0.0221
"1709","X9P324R4D0","D0","P324","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteroidetes_unclassified",0.0015,0.0221
"1710","X9P324R4D0","D0","P324","INFnm","Fecal or Fecal swab","D0_INFnm","Synergistales",0.0015,0.0221
"1711","X9P289R3D4","D4","P289","INFinject","Fecal or Fecal swab","D4_INFinject","Aeromonadales",0.0015,0.0221
"1712","X9P297R3D4","D4","P297","INFinject","Fecal or Fecal swab","D4_INFinject","Verrucomicrobiales",0.0015,0.0221
"1713","X9P289R3D4","D4","P289","INFinject","Fecal or Fecal swab","D4_INFinject","Rhodospirillales",0.0015,0.0221
"1714","X9P298R3D4","D4","P298","INFinject","Fecal or Fecal swab","D4_INFinject","Enterobacteriales",0.0015,0.022
"1715","X9P298R3D4","D4","P298","INFinject","Fecal or Fecal swab","D4_INFinject","Mollicutes_RF39",0.0015,0.022
"1716","X9P317R4D0","D0","P317","INFnm","Fecal or Fecal swab","D0_INFnm","Desulfovibrionales",0.0015,0.022
"1717","X9P317R4D0","D0","P317","INFnm","Fecal or Fecal swab","D0_INFnm","Betaproteobacteriales",0.0015,0.022
"1718","X9P290R3D4","D4","P290","INFinject","Fecal or Fecal swab","D4_INFinject","Bifidobacteriales",0.0015,0.022
