"","group","Day","Pig","Treatment","Sample.type","All","Order","value","value2"
"1434","X9P284R2Dm3","DNEG3","P284","INFfeed","Fecal Swab","DNEG3_INFfeed","Aeromonadales",0.0069,0.0346
"1435","X9P284R2Dm3","DNEG3","P284","INFfeed","Fecal Swab","DNEG3_INFfeed","Erysipelotrichales",0.0069,0.0346
"1436","X9P257R1D0","D0","P257","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Enterobacteriales",0.0031,0.0345
"1437","X9P257R1D0","D0","P257","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Pirellulales",0.0031,0.0345
"1438","X9P264R1D0","D0","P264","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Mollicutes_RF39",0.0031,0.0342
"1439","X9P261R1D0","D0","P261","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Coriobacteriales",0.0031,0.0342
"1440","X9P255R1D0","D0","P255","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Erysipelotrichales",0.0031,0.0342
"1441","X9P261R1D0","D0","P261","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Erysipelotrichales",0.0031,0.0342
"1442","X9P263R1D0","D0","P263","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Spirochaetales",0.0031,0.0342
"1443","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Erysipelotrichales",0.0024,0.0336
"1444","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Spirochaetales",0.0024,0.0336
"1445","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteria_unclassified",0.0024,0.0336
"1446","X9P296R3D4","D4","P296","INFinject","Fecal or Fecal swab","D4_INFinject","Campylobacterales",0.0023,0.0333
"1447","X9P296R3D4","D4","P296","INFinject","Fecal or Fecal swab","D4_INFinject","Spirochaetales",0.0023,0.0333
"1448","X9P322R4D0","D0","P322","INFnm","Fecal or Fecal swab","D0_INFnm","Campylobacterales",0.0023,0.033
"1449","X9P286R3D4","D4","P286","INFinject","Fecal or Fecal swab","D4_INFinject","Coriobacteriales",0.0023,0.033
"1450","X9P322R4D0","D0","P322","INFnm","Fecal or Fecal swab","D0_INFnm","Coriobacteriales",0.0023,0.033
"1451","X9P322R4D0","D0","P322","INFnm","Fecal or Fecal swab","D0_INFnm","Spirochaetales",0.0023,0.033
"1452","X9P310R4D0","D0","P310","INFnm","Fecal or Fecal swab","D0_INFnm","Erysipelotrichales",0.0023,0.033
"1453","X9P317R4D0","D0","P317","INFnm","Fecal or Fecal swab","D0_INFnm","Erysipelotrichales",0.0023,0.033
"1454","X9P309R4D0","D0","P309","INFnm","Fecal or Fecal swab","D0_INFnm","Campylobacterales",0.0023,0.033
"1455","X9P309R4D0","D0","P309","INFnm","Fecal or Fecal swab","D0_INFnm","Betaproteobacteriales",0.0023,0.033
"1456","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Lactobacillales",0.0055,0.0321
"1457","X9P289R3Dm3","DNEG3","P289","INFinject","Fecal Swab","DNEG3_INFinject","Coriobacteriales",0.0054,0.0319
"1458","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Pasteurellales",0.0054,0.0319
"1459","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Campylobacterales",0.0054,0.0318
"1460","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Mollicutes_RF39",0.0054,0.0318
"1461","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteria_unclassified",0.0054,0.0318
"1462","X9P288R3Dm3","DNEG3","P288","INFinject","Fecal Swab","DNEG3_INFinject","Enterobacteriales",0.0054,0.0318
"1463","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","Desulfovibrionales",0.0054,0.0318
"1464","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","Gastranaerophilales",0.0054,0.0318
"1465","X9P262R1Dm3","DNEG3","P262","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Campylobacterales",0.0054,0.0318
"1466","X9P252R1Dm3","DNEG3","P252","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Coriobacteriales",0.0054,0.0318
"1467","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Erysipelotrichales",0.0054,0.0318
"1468","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Rhodospirillales",0.0054,0.0318
"1469","X9P300R3Dm3","DNEG3","P300","INFinject","Fecal Swab","DNEG3_INFinject","Coriobacteriales",0.0054,0.0318
"1470","X9P253R1Dm3","DNEG3","P253","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Erysipelotrichales",0.0054,0.0318
"1471","X9P300R3Dm3","DNEG3","P300","INFinject","Fecal Swab","DNEG3_INFinject","Erysipelotrichales",0.0054,0.0318
"1472","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Gastranaerophilales",0.0054,0.0318
"1473","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Synergistales",0.0054,0.0318
"1474","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Elusimicrobiales",0.0054,0.0318
"1475","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Campylobacterales",0.0054,0.0317
"1476","X9P265R1Dm3","DNEG3","P265","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Desulfovibrionales",0.0054,0.0317
"1477","X9P296R3Dm3","DNEG3","P296","INFinject","Fecal Swab","DNEG3_INFinject","Enterobacteriales",0.0054,0.0317
"1478","X9P286R3Dm3","DNEG3","P286","INFinject","Fecal Swab","DNEG3_INFinject","Bifidobacteriales",0.0054,0.0317
"1479","X9P286R3Dm3","DNEG3","P286","INFinject","Fecal Swab","DNEG3_INFinject","Campylobacterales",0.0054,0.0317
"1480","X9P301R3Dm3","DNEG3","P301","INFinject","Fecal Swab","DNEG3_INFinject","Erysipelotrichales",0.0054,0.0317
"1481","X9P301R3Dm3","DNEG3","P301","INFinject","Fecal Swab","DNEG3_INFinject","Spirochaetales",0.0054,0.0317
"1482","X9P295R3Dm3","DNEG3","P295","INFinject","Fecal Swab","DNEG3_INFinject","Spirochaetales",0.0054,0.0317
"1483","X9P299R3Dm3","DNEG3","P299","INFinject","Fecal Swab","DNEG3_INFinject","Gastranaerophilales",0.0054,0.0317
"1484","X9P246R1Dm3","DNEG3","P246","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Aeromonadales",0.0054,0.0317
"1485","X9P320R4Dm3","DNEG3","P320","INFnm","Fecal Swab","DNEG3_INFnm","Spirochaetales",0.0054,0.0317
"1486","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Desulfovibrionales",0.0031,0.031
"1487","X9P274R2Dm3","DNEG3","P274","INFfeed","Fecal Swab","DNEG3_INFfeed","Desulfovibrionales",0.0062,0.0309
"1488","X9P285R2Dm3","DNEG3","P285","INFfeed","Fecal Swab","DNEG3_INFfeed","Pirellulales",0.0062,0.0309
"1489","X9P258R1D4","D4","P258","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Enterobacteriales",0.0015,0.0309
"1490","X9P277R2Dm3","DNEG3","P277","INFfeed","Fecal Swab","DNEG3_INFfeed","Enterobacteriales",0.0062,0.0309
"1491","X9P258R1D4","D4","P258","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Erysipelotrichales",0.0015,0.0309
"1492","X9P250R1D4","D4","P250","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Enterobacteriales",0.0015,0.0309
"1493","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","Aeromonadales",0.0031,0.0309
"1494","X9P284R2D0","D0","P284","INFfeed","Fecal or Fecal swab","D0_INFfeed","Desulfovibrionales",0.0015,0.0309
"1495","X9P295R3D7","D7","P295","INFinject","Fecal","D7_INFinject","Bifidobacteriales",0.0031,0.0309
"1496","X9P271R2D7","D7","P271","INFfeed","Fecal","D7_INFfeed","Campylobacterales",0.0031,0.0309
"1497","X9P295R3D7","D7","P295","INFinject","Fecal","D7_INFinject","Aeromonadales",0.0031,0.0309
"1498","X9P271R2D7","D7","P271","INFfeed","Fecal","D7_INFfeed","Desulfovibrionales",0.0031,0.0309
"1499","X9P269R2D0","D0","P269","INFfeed","Fecal or Fecal swab","D0_INFfeed","Enterobacteriales",0.0015,0.0308
"1500","X9P303R3D7","D7","P303","INFinject","Fecal or Fecal swab","D7_INFinject","Enterobacteriales",0.0031,0.0308
"1501","X9P294R3D7","D7","P294","INFinject","Fecal","D7_INFinject","Spirochaetales",0.0031,0.0308
"1502","X9P280R2D0","D0","P280","INFfeed","Fecal or Fecal swab","D0_INFfeed","Campylobacterales",0.0015,0.0308
"1503","X9P313R4D7","D7","P313","INFnm","Fecal","D7_INFnm","Campylobacterales",0.0031,0.0308
"1504","X9P270R2Dm3","DNEG3","P270","INFfeed","Fecal Swab","DNEG3_INFfeed","Aeromonadales",0.0062,0.0308
"1505","X9P313R4D7","D7","P313","INFnm","Fecal","D7_INFnm","Erysipelotrichales",0.0031,0.0308
"1506","X9P266R2Dm3","DNEG3","P266","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetales",0.0062,0.0308
"1507","X9P314R4D7","D7","P314","INFnm","Fecal","D7_INFnm","Spirochaetales",0.0031,0.0308
"1508","X9P314R4D7","D7","P314","INFnm","Fecal","D7_INFnm","Mollicutes_RF39",0.0031,0.0308
"1509","X9P280R2D0","D0","P280","INFfeed","Fecal or Fecal swab","D0_INFfeed","Desulfovibrionales",0.0015,0.0308
"1510","X9P313R4D7","D7","P313","INFnm","Fecal","D7_INFnm","Bacteria_unclassified",0.0031,0.0308
"1511","X9P283R2D7","D7","P283","INFfeed","Fecal","D7_INFfeed","Spirochaetales",0.0031,0.0308
"1512","X9P259R1D4","D4","P259","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Desulfovibrionales",0.0015,0.0308
"1513","X9P290R3D0","D0","P290","INFinject","Fecal or Fecal swab","D0_INFinject","Micrococcales",0.0039,0.0297
"1514","X9P297R3D0","D0","P297","INFinject","Fecal or Fecal swab","D0_INFinject","Aeromonadales",0.0039,0.0297
"1515","X9P291R3D0","D0","P291","INFinject","Fecal or Fecal swab","D0_INFinject","Desulfovibrionales",0.0039,0.0296
"1516","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteria_unclassified",0.0039,0.0296
"1517","X9P304R3D0","D0","P304","INFinject","Fecal or Fecal swab","D0_INFinject","Coriobacteriales",0.0038,0.0296
"1518","X9P304R3D0","D0","P304","INFinject","Fecal or Fecal swab","D0_INFinject","Aeromonadales",0.0038,0.0296
"1519","X9P301R3D0","D0","P301","INFinject","Fecal or Fecal swab","D0_INFinject","Erysipelotrichales",0.0038,0.0296
"1520","X9P265R1D7","D7","P265","NONINFnm","Fecal","D7_NONINFnm","Enterobacteriales",0.0023,0.029
"1521","X9P262R1D7","D7","P262","NONINFnm","Fecal","D7_NONINFnm","Campylobacterales",0.0023,0.029
"1522","X9P262R1D7","D7","P262","NONINFnm","Fecal","D7_NONINFnm","Pirellulales",0.0023,0.029
"1523","X9P263R1D7","D7","P263","NONINFnm","Fecal","D7_NONINFnm","Enterobacteriales",0.0023,0.0289
"1524","X9P255R1D7","D7","P255","NONINFnm","Fecal","D7_NONINFnm","Campylobacterales",0.0023,0.0289
"1525","X9P263R1D7","D7","P263","NONINFnm","Fecal","D7_NONINFnm","Gastranaerophilales",0.0023,0.0289
"1526","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Desulfovibrionales",0.0047,0.0275
"1527","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Betaproteobacteriales",0.0047,0.0275
"1528","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","Erysipelotrichales",0.0047,0.0274
"1529","X9P289R3Dm3","DNEG3","P289","INFinject","Fecal Swab","DNEG3_INFinject","Enterobacteriales",0.0046,0.0273
"1530","X9P289R3Dm3","DNEG3","P289","INFinject","Fecal Swab","DNEG3_INFinject","Campylobacterales",0.0046,0.0273
"1531","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Desulfovibrionales",0.0046,0.0273
"1532","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Deltaproteobacteria_unclassified",0.0046,0.0273
"1533","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Coriobacteriales",0.0046,0.0273
"1534","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Aeromonadales",0.0046,0.0273
"1535","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteria_unclassified",0.0046,0.0273
"1536","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","WCHB1-41",0.0046,0.0273
"1537","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","Lactobacillales",0.0046,0.0273
"1538","X9P288R3Dm3","DNEG3","P288","INFinject","Fecal Swab","DNEG3_INFinject","Campylobacterales",0.0046,0.0273
"1539","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","WCHB1-41",0.0046,0.0273
"1540","X9P262R1Dm3","DNEG3","P262","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Coriobacteriales",0.0046,0.0273
"1541","X9P322R4Dm3","DNEG3","P322","INFnm","Fecal Swab","DNEG3_INFnm","Aeromonadales",0.0046,0.0273
"1542","X9P252R1Dm3","DNEG3","P252","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Erysipelotrichales",0.0046,0.0273
"1543","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Pirellulales",0.0046,0.0273
"1544","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Coriobacteriales",0.0046,0.0272
"1545","X9P253R1Dm3","DNEG3","P253","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Aeromonadales",0.0046,0.0272
"1546","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Erysipelotrichales",0.0046,0.0272
"1547","X9P253R1Dm3","DNEG3","P253","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteria_unclassified",0.0046,0.0272
"1548","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Gastranaerophilales",0.0046,0.0272
"1549","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Clostridia_unclassified",0.0046,0.0272
"1550","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Fibrobacterales",0.0046,0.0272
"1551","X9P310R4Dm3","DNEG3","P310","INFnm","Fecal Swab","DNEG3_INFnm","Campylobacterales",0.0046,0.0272
"1552","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Coriobacteriales",0.0046,0.0272
"1553","X9P309R4Dminus3","DNEG3","P309","INFnm","Fecal or Fecal swab","DNEG3_INFnm","Aeromonadales",0.0046,0.0272
"1554","X9P265R1Dm3","DNEG3","P265","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Erysipelotrichales",0.0046,0.0272
"1555","X9P309R4Dminus3","DNEG3","P309","INFnm","Fecal or Fecal swab","DNEG3_INFnm","Desulfovibrionales",0.0046,0.0272
"1556","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Deltaproteobacteria_unclassified",0.0046,0.0272
"1557","X9P279R2Dm3","DNEG3","P279","INFfeed","Fecal Swab","DNEG3_INFfeed","Coriobacteriales",0.0054,0.0272
"1558","X9P286R3Dm3","DNEG3","P286","INFinject","Fecal Swab","DNEG3_INFinject","Coriobacteriales",0.0046,0.0272
"1559","X9P294R3Dm3","DNEG3","P294","INFinject","Fecal Swab","DNEG3_INFinject","Betaproteobacteriales",0.0046,0.0272
"1560","X9P301R3Dm3","DNEG3","P301","INFinject","Fecal Swab","DNEG3_INFinject","Pasteurellales",0.0046,0.0272
"1561","X9P255R1Dm3","DNEG3","P255","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Erysipelotrichales",0.0046,0.0272
"1562","X9P258R1Dm3","DNEG3","P258","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Erysipelotrichales",0.0046,0.0272
"1563","X9P295R3Dm3","DNEG3","P295","INFinject","Fecal Swab","DNEG3_INFinject","Betaproteobacteriales",0.0046,0.0272
"1564","X9P305R3Dm3","DNEG3","P305","INFinject","Fecal Swab","DNEG3_INFinject","Coriobacteriales",0.0046,0.0271
"1565","X9P305R3Dm3","DNEG3","P305","INFinject","Fecal Swab","DNEG3_INFinject","Bacteria_unclassified",0.0046,0.0271
"1566","X9P285R2Dm3","DNEG3","P285","INFfeed","Fecal Swab","DNEG3_INFfeed","Erysipelotrichales",0.0054,0.0271
"1567","X9P277R2Dm3","DNEG3","P277","INFfeed","Fecal Swab","DNEG3_INFfeed","Deltaproteobacteria_unclassified",0.0054,0.027
"1568","X9P272R2Dm3","DNEG3","P272","INFfeed","Fecal Swab","DNEG3_INFfeed","Aeromonadales",0.0054,0.027
"1569","X9P273R2Dm3","DNEG3","P273","INFfeed","Fecal Swab","DNEG3_INFfeed","Mollicutes_RF39",0.0054,0.027
"1570","X9P267R2Dm3","DNEG3","P267","INFfeed","Fecal Swab","DNEG3_INFfeed","Erysipelotrichales",0.0054,0.0269
"1571","X9P275R2Dm3","DNEG3","P275","INFfeed","Fecal Swab","DNEG3_INFfeed","Pirellulales",0.0054,0.0269
"1572","X9P257R1D0","D0","P257","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Campylobacterales",0.0023,0.0259
"1573","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Desulfovibrionales",0.0016,0.0258
"1574","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Betaproteobacteriales",0.0016,0.0258
"1575","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","WCHB1-41",0.0016,0.0258
"1576","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Synergistales",0.0016,0.0258
"1577","X9P319R4D4","D4","P319","INFnm","Fecal or Fecal swab","D4_INFnm","Deltaproteobacteria_unclassified",0.0015,0.0258
"1578","X9P318R4D4","D4","P318","INFnm","Fecal or Fecal swab","D4_INFnm","Bifidobacteriales",0.0015,0.0258
"1579","X9P318R4D4","D4","P318","INFnm","Fecal or Fecal swab","D4_INFnm","Spirochaetales",0.0015,0.0258
"1580","X9P318R4D4","D4","P318","INFnm","Fecal or Fecal swab","D4_INFnm","Desulfovibrionales",0.0015,0.0258
"1581","X9P259R1D0","D0","P259","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Aeromonadales",0.0023,0.0257
"1582","X9P259R1D0","D0","P259","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Mollicutes_RF39",0.0023,0.0257
"1583","X9P264R1D0","D0","P264","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Erysipelotrichales",0.0023,0.0257
"1584","X9P255R1D0","D0","P255","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Enterobacteriales",0.0023,0.0257
"1585","X9P261R1D0","D0","P261","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Gastranaerophilales",0.0023,0.0257
"1586","X9P258R1D0","D0","P258","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Coriobacteriales",0.0023,0.0256
"1587","X9P258R1D0","D0","P258","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Mollicutes_RF39",0.0023,0.0256
"1588","X9P250R1D0","D0","P250","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Desulfovibrionales",0.0023,0.0256
"1589","X9P309R4D4","D4","P309","INFnm","Fecal or Fecal swab","D4_INFnm","Betaproteobacteriales",0.0015,0.0256
"1590","X9P290R3D0","D0","P290","INFinject","Fecal or Fecal swab","D0_INFinject","Desulfovibrionales",0.0031,0.0238
"1591","X9P290R3D0","D0","P290","INFinject","Fecal or Fecal swab","D0_INFinject","Fusobacteriales",0.0031,0.0238
"1592","X9P297R3D0","D0","P297","INFinject","Fecal or Fecal swab","D0_INFinject","Erysipelotrichales",0.0031,0.0237
"1593","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Gastranaerophilales",0.0031,0.0237
"1594","X9P286R3D0","D0","P286","INFinject","Fecal or Fecal swab","D0_INFinject","Coriobacteriales",0.0031,0.0237
"1595","X9P300R3D0","D0","P300","INFinject","Fecal or Fecal swab","D0_INFinject","Coriobacteriales",0.0031,0.0237
"1596","X9P300R3D0","D0","P300","INFinject","Fecal or Fecal swab","D0_INFinject","Aeromonadales",0.0031,0.0237
"1597","X9P304R3D0","D0","P304","INFinject","Fecal or Fecal swab","D0_INFinject","Desulfovibrionales",0.0031,0.0237
"1598","X9P276R2Dm3","DNEG3","P276","INFfeed","Fecal Swab","DNEG3_INFfeed","Mollicutes_RF39",0.0047,0.0233
"1599","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Enterobacteriales",0.0023,0.0233
"1600","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Spirochaetales",0.0023,0.0233
"1601","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Pyrinomonadales",0.0023,0.0233
"1602","X9P275R2D7","D7","P275","INFfeed","Fecal or Fecal swab","D7_INFfeed","Bifidobacteriales",0.0023,0.0233
"1603","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Clostridia_unclassified",0.0023,0.0233
"1604","X9P292R3D7","D7","P292","INFinject","Fecal","D7_INFinject","Pirellulales",0.0023,0.0232
"1605","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Aeromonadales",0.0023,0.0232
"1606","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Gastranaerophilales",0.0023,0.0232
"1607","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","Enterobacteriales",0.0023,0.0232
"1608","X9P284R2D7","D7","P284","INFfeed","Fecal","D7_INFfeed","Bifidobacteriales",0.0023,0.0232
"1609","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","Campylobacterales",0.0023,0.0232
"1610","X9P312R4D7","D7","P312","INFnm","Fecal","D7_INFnm","Enterobacteriales",0.0023,0.0231
"1611","X9P272R2Dm3","DNEG3","P272","INFfeed","Fecal Swab","DNEG3_INFfeed","Coriobacteriales",0.0046,0.0231
"1612","X9P312R4D7","D7","P312","INFnm","Fecal","D7_INFnm","Gammaproteobacteria_unclassified",0.0023,0.0231
"1613","X9P312R4D7","D7","P312","INFnm","Fecal","D7_INFnm","Desulfovibrionales",0.0023,0.0231
"1614","X9P280R2Dm3","DNEG3","P280","INFfeed","Fecal Swab","DNEG3_INFfeed","Coriobacteriales",0.0046,0.0231
"1615","X9P280R2Dm3","DNEG3","P280","INFfeed","Fecal Swab","DNEG3_INFfeed","Erysipelotrichales",0.0046,0.0231
"1616","X9P273R2D7","D7","P273","INFfeed","Fecal","D7_INFfeed","Spirochaetales",0.0023,0.0231
"1617","X9P323R4D7","D7","P323","INFnm","Fecal","D7_INFnm","Bifidobacteriales",0.0023,0.0231
"1618","X9P273R2Dm3","DNEG3","P273","INFfeed","Fecal Swab","DNEG3_INFfeed","Campylobacterales",0.0046,0.0231
"1619","X9P281R2Dm3","DNEG3","P281","INFfeed","Fecal Swab","DNEG3_INFfeed","Coriobacteriales",0.0046,0.0231
"1620","X9P323R4D7","D7","P323","INFnm","Fecal","D7_INFnm","Aeromonadales",0.0023,0.0231
"1621","X9P294R3D7","D7","P294","INFinject","Fecal","D7_INFinject","Mollicutes_RF39",0.0023,0.0231
"1622","X9P305R3D7","D7","P305","INFinject","Fecal","D7_INFinject","Desulfovibrionales",0.0023,0.0231
"1623","X9P321R4D7","D7","P321","INFnm","Fecal","D7_INFnm","Desulfovibrionales",0.0023,0.0231
"1624","X9P281R2D7","D7","P281","INFfeed","Fecal","D7_INFfeed","Enterobacteriales",0.0023,0.0231
"1625","X9P267R2Dm3","DNEG3","P267","INFfeed","Fecal Swab","DNEG3_INFfeed","Coriobacteriales",0.0046,0.0231
"1626","X9P278R2Dm3","DNEG3","P278","INFfeed","Fecal Swab","DNEG3_INFfeed","Coriobacteriales",0.0046,0.0231
"1627","X9P291R3D7","D7","P291","INFinject","Fecal or Fecal swab","D7_INFinject","Aeromonadales",0.0023,0.0231
"1628","X9P301R3D7","D7","P301","INFinject","Fecal","D7_INFinject","Spirochaetales",0.0023,0.0231
"1629","X9P313R4D7","D7","P313","INFnm","Fecal","D7_INFnm","Spirochaetales",0.0023,0.0231
"1630","X9P281R2D7","D7","P281","INFfeed","Fecal","D7_INFfeed","Mollicutes_RF39",0.0023,0.0231
"1631","X9P301R3D7","D7","P301","INFinject","Fecal","D7_INFinject","Mollicutes_RF39",0.0023,0.0231
"1632","X9P304R3D7","D7","P304","INFinject","Fecal","D7_INFinject","Mollicutes_RF39",0.0023,0.0231
"1633","X9P304R3D7","D7","P304","INFinject","Fecal","D7_INFinject","Desulfovibrionales",0.0023,0.0231
"1634","X9P274R2D7","D7","P274","INFfeed","Fecal or Fecal swab","D7_INFfeed","Pirellulales",0.0023,0.0231
"1635","X9P291R3D7","D7","P291","INFinject","Fecal or Fecal swab","D7_INFinject","Rhodospirillales",0.0023,0.0231
"1636","X9P285R2D7","D7","P285","INFfeed","Fecal","D7_INFfeed","Campylobacterales",0.0023,0.0231
"1637","X9P282R2D7","D7","P282","INFfeed","Fecal","D7_INFfeed","Aeromonadales",0.0023,0.0231
"1638","X9P271R2Dm3","DNEG3","P271","INFfeed","Fecal Swab","DNEG3_INFfeed","Desulfovibrionales",0.0046,0.0231
"1639","X9P315R4D7","D7","P315","INFnm","Fecal","D7_INFnm","Gastranaerophilales",0.0023,0.0231
"1640","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Aeromonadales",0.0039,0.0229
